time_s,mach,altitude_m,qbar_kPa,T_static_K,T_stagnation_K,q_nose_Wm2,q_fin_LE_Wm2,T_nose_surf_K,T_fin_surf_K
31.93000000000219,0.7185720424076915,1532.8750415606175,31.06812634287748,278.2016409802716,306.9312896493503,27711.018674965573,61963.72148298917,467.0162806192305,685.8409147714603
31.940000000002193,0.7185664521274887,1531.9591229152559,31.070990821319807,278.20758529228,306.93740080111246,27711.864936799797,61965.61378197725,467.0433906869691,685.8995653780125
31.950000000002195,0.7185609496149328,1531.042365942329,31.07386621576905,278.21353504503423,306.94352495820965,27712.722740850488,61967.531890145976,467.070501418164,685.9582165939984
31.960000000002196,0.7185555348024308,1530.1247707866612,31.076752523005073,278.2194902375945,306.94966211446354,27713.59208036415,61969.47579239406,467.0976128244091,686.0168684450804
31.970000000002198,0.718550207622371,1529.206337593113,31.079649739812172,278.2254508690207,306.95581226369654,27714.472948594524,61971.445473636384,467.12472491729153,686.0755209569053
31.9800000000022,0.7185449680071224,1528.2870665065816,31.082557862979098,278.23141693837226,306.9619753997326,27715.365338802516,61973.44091880391,467.1518377083914,686.1341741551039
31.9900000000022,0.7185398158890351,1527.3669576720013,31.085476889299056,278.2373884447087,306.968151516397,27716.269244256233,61975.46211284366,467.178951209282,686.1928280652913
32.0000000000022,0.7185347512004396,1526.446011234343,31.0884068155696,278.2433653870891,306.97434060751596,27717.184658230864,61977.50904071848,467.2060654315297,686.2514827130667
32.0100000000022,0.7185297738736478,1525.5242273386139,31.09134763859275,278.24934776457235,306.9805426669173,27718.111574008784,61979.581687407335,467.2331803866941,686.3101381240135
32.0200000000022,0.7185248838409524,1524.601606129859,31.094299355174936,278.2553355762172,306.9867576884302,27719.04998487946,61981.68003790499,467.2602960863278,686.3687943236995
32.0300000000022,0.718520081034627,1523.67814775316,31.09726196212694,278.261328821082,306.9929856658847,27719.999884139448,61983.80407722211,467.2874125419767,686.4274513376765
32.040000000002195,0.7185153653869263,1522.7538523536352,31.10023545626395,278.26732749822486,306.99922659311227,27720.961265092374,61985.953790385116,467.3145297651798,686.4861091914808
32.05000000000219,0.7185107368300863,1521.8287200764407,31.103219834405543,278.2733316067039,307.00548046394573,27721.93412104895,61988.129162436344,467.3416477674693,686.5447679106326
32.06000000000219,0.718506195296324,1520.9027510667695,31.106215093375656,278.27934114557667,307.01174727221905,27722.91844532693,61990.3301784338,467.3687665603704,686.6034275206368
32.07000000000219,0.7185017407178375,1519.975945469852,31.10922123000256,278.28535611390066,307.0180270117674,27723.914231251034,61992.55682345113,467.3958861554017,686.6620880469825
32.08000000000219,0.7184973730268059,1519.0483034309557,31.11223824111889,278.2913765107331,307.0243196764271,27724.92147215304,61994.80908257773,467.42300656407485,686.720749515143
32.090000000002185,0.7184930921553901,1518.1198250953857,31.11526612356163,278.2974023351309,307.030625260036,27725.940161371687,61997.086940918576,467.45012779789477,686.7794119505759
32.10000000000218,0.7184888980357319,1517.1905106084848,31.118304874172072,278.3034335861509,307.0369437564329,27726.970292252696,61999.39038359424,467.4772498683595,686.8380753787233
32.11000000000218,0.7184847905999543,1516.2603601156334,31.12135448979584,278.3094702628495,307.0432751594578,27728.01185814873,62001.71939574082,467.50437278696035,686.8967398250117
32.12000000000218,0.7184807697801615,1515.329373762249,31.12441496728286,278.315512364283,307.0496194629521,27729.06485241936,62004.07396250987,467.53149656518184,686.9554053148518
32.13000000000218,0.7184768355084397,1514.3975516937871,31.127486303487387,278.3215598895073,307.05597666075823,27730.129268431127,62006.454069068524,467.5586212145017,687.0140718736387
32.140000000002175,0.718472987716856,1513.4648940557415,31.13056849526795,278.3276128375782,307.0623467467199,27731.205099557425,62008.85970059923,467.5857467463909,687.0727395267522
32.15000000000217,0.7184692263374589,1512.531400993643,31.13366153948735,278.3336712075512,307.068729714682,27732.29233917853,62011.29084229983,467.6128731723136,687.1314082995563
32.16000000000217,0.7184655513022787,1511.597072653061,31.136765433012677,278.3397349984816,307.0751255584906,27733.390980681583,62013.74747938358,467.6400005037272,687.1900782173992
32.17000000000217,0.7184619625433272,1510.6619091796026,31.13988017271528,278.34580420942433,307.08153427199284,27734.501017460567,62016.22959707892,467.6671287520825,687.2487493056142
32.18000000000217,0.7184584599925975,1509.725910718913,31.143005755470796,278.3518788394342,307.08795584903737,27735.622442916312,62018.737180629665,467.6942579288233,687.3074215895185
32.190000000002165,0.7184550435820644,1508.7890774166754,31.14614217815906,278.35795888756576,307.0943902834736,27736.755250456426,62021.270215294775,467.72138804538685,687.366095094414
32.20000000000216,0.7184517132436844,1507.8514094186114,31.149289437664205,278.3640443528732,307.10083756915225,27737.89943349532,62023.828686348446,467.7485191132036,687.4247698455872
32.21000000000216,0.7184484689093955,1506.912906870481,31.15244753087451,278.37013523441055,307.1072976999254,27739.05498545415,62026.41257907991,467.7756511436973,687.483445868309
32.22000000000216,0.7184453105111176,1505.9735699180824,31.15561645468258,278.3762315312316,307.113770669646,27740.221899760872,62029.02187879366,467.802784148285,687.5421231878347
32.23000000000216,0.7184422379807524,1505.033398707252,31.158796205985144,278.3823332423899,307.1202564721683,27741.400169850156,62031.656570809166,467.829918138377,687.6008018294044
32.240000000002155,0.7184392512501827,1504.092393383865,31.16198678168317,278.3884403669387,307.1267551013477,27742.589789163354,62034.31664046083,467.8570531253769,687.6594818182427
32.25000000000215,0.7184363502512741,1503.1505540938354,31.165188178681827,278.39455290393096,307.1332665510406,27743.790751148594,62037.0020730982,467.88418912068164,687.7181631795588
32.26000000000215,0.7184335349158735,1502.207880983115,31.168400393890458,278.4006708524196,307.13979081510485,27745.003049260624,62039.7128540857,467.9113261356814,687.7768459385463
32.27000000000215,0.7184308051758095,1501.2643741976951,31.171623424222577,278.40679421145694,307.1463278873989,27746.226676960865,62042.44896880261,467.9384641817598,687.8355301203836
32.28000000000215,0.718428160962893,1500.3200338836054,31.174857266595865,278.4129229800954,307.15287776178286,27747.46162771741,62045.2104026431,467.9656032702936,687.8942157502337
32.290000000002145,0.7184256022089168,1499.3748601869147,31.1781019179322,278.4190571573869,307.1594404321176,27748.707895004998,62047.997141016276,467.9927434126531,687.9529028532442
32.30000000000214,0.7184231288456557,1498.4288532537305,31.181357375157557,278.42519674238326,307.16601589226536,27749.965472304935,62050.8091693459,468.01988462020176,688.0115914545472
32.31000000000214,0.7184207408048664,1497.482013230199,31.18462363520208,278.43134173413597,307.1726041360893,27751.234353105134,62053.64647307048,468.04702690429644,688.0702815792598
32.32000000000214,0.7184184380182874,1496.5343402625062,31.187900695000017,278.43749213169633,307.1792051574538,27752.514530900084,62056.50903764327,468.0741702762874,688.1289732524835
32.33000000000214,0.7184162204176402,1495.5858344968767,31.19118855148979,278.44364793411523,307.1858189502241,27753.805999190874,62059.39684853228,468.10131474751824,688.1876664993048
32.340000000002135,0.7184140879346274,1494.6364960795745,31.194487201613875,278.44980914044356,307.19244550826687,27755.108751485077,62062.30989121994,468.12846032932583,688.2463613447945
32.35000000000213,0.7184120405009344,1493.6863251569025,31.197796642318902,278.4559757497317,307.19908482544975,27756.422781296824,62065.24815120348,468.15560703304055,688.3050578140085
32.36000000000213,0.7184100780482288,1492.7353218752035,31.201116870555555,278.4621477610299,307.2057368956412,27757.74808214674,62068.21161399453,468.18275486998607,688.3637559319872
32.37000000000213,0.71840820050816,1491.7834863808591,31.204447883278636,278.4683251733882,307.21240171271126,27759.084647561962,62071.20026511935,468.20990385147945,688.4224557237558
32.38000000000213,0.7184064078123603,1490.830818820291,31.207789677447025,278.4745079858563,307.21907927053053,27760.43247107607,62074.21409011857,468.2370539888312,688.4811572143244
32.390000000002125,0.718404699892444,1489.87731933996,31.21114225002365,278.4806961974836,307.225769562971,27761.791546229117,62077.25307454729,468.26420529334507,688.5398604286877
32.40000000000212,0.7184030766800078,1488.9229880863666,31.214505597975506,278.48688980731947,307.23247258390563,27763.161866567592,62080.31720397509,468.2913577763184,688.5985653918253
32.41000000000212,0.7184015381066309,1487.967825206051,31.217879718273668,278.4930888144127,307.23918832720847,27764.54342564442,62083.4064639858,468.31851144904186,688.6572721287017
32.42000000000212,0.7184000841038746,1487.0118308455933,31.221264607893197,278.49929321781207,307.24591678675444,27765.93621701888,62086.52084017756,468.3456663227995,688.715980664266
32.43000000000212,0.7183987146032832,1486.0550051516132,31.22466026381325,278.505503016566,307.25265795641974,27767.340234256677,62089.66031816285,468.37282240886884,688.7746910234523
32.440000000002115,0.7183974295363831,1485.0973482707702,31.228066683016962,278.5117182097227,307.2594118300815,27768.755470929875,62092.824883568406,468.39997971852085,688.8334032311795
32.45000000000211,0.7183962288346835,1484.1388603497642,31.231483862491498,278.51793879633,307.2661784016178,27770.181920616895,62096.01452203504,468.42713826301986,688.8921173123515
32.46000000000211,0.718395112429676,1483.1795415353347,31.234911799228044,278.5241647754357,307.2729576649082,27771.61957690247,62099.22921921787,468.4542980536237,688.9508332918568
32.47000000000211,0.7183940802528351,1482.2193919742615,31.238350490221777,278.530396146087,307.2797496138324,27773.06843337768,62102.46896078607,468.4814591015836,689.0095511945691
32.48000000000211,0.7183931322356177,1481.2584118133645,31.241799932471846,278.53663290733124,307.28655424227213,27774.528483639875,62105.73373242292,468.5086214181443,689.0682710453468
32.490000000002105,0.7183922683094636,1480.296601199504,31.245260122981417,278.5428750582152,307.2933715441094,27775.999721292712,62109.02351982572,468.53578501454393,689.1269928690333
32.5000000000021,0.7183914884057951,1479.3339602795802,31.248731058757606,278.5491225977855,307.3002015132277,27777.4821399461,62112.3383087058,468.56294990201417,689.185716690457
32.5100000000021,0.7183907924560176,1478.3704892005342,31.252212736811483,278.5553755250885,307.307044143511,27778.97573321618,62115.67808478843,468.5901160917801,689.2444425344311
32.5200000000021,0.7183901803915191,1477.4061881093469,31.255705154158083,278.5616338391703,307.3138994288449,27780.480494725358,62119.0428338129,468.61728359506026,689.3031704257538
32.5300000000021,0.7183896521436708,1476.4410571530404,31.259208307816397,278.56789753907674,307.3207673631155,27781.996418102226,62122.43254153225,468.6444524230668,689.3619003892086
32.540000000002095,0.7183892076438261,1475.475096478677,31.262722194809342,278.5741666238534,307.32764794021017,27783.52349698158,62125.8471937135,468.6716225870053,689.4206324495634
32.55000000000209,0.7183888468233219,1474.5083062333595,31.266246812163757,278.58044109254547,307.3345411540171,27785.06172500439,62129.286776137385,468.69879409807476,689.4793666315717
32.56000000000209,0.718388569613478,1473.5406865642317,31.26978215691041,278.58672094419813,307.3414469984255,27786.6110958178,62132.751274598515,468.7259669674678,689.5381029599716
32.57000000000209,0.718388375945597,1472.5722376184783,31.273328226083976,278.59300617785607,307.34836546732566,27788.171603075065,62136.24067490516,468.75314120637046,689.5968414594865
32.58000000000209,0.7183882657509651,1471.6029595433245,31.276885016723057,278.5992967925638,307.3552965546087,27789.743240435633,62139.75496287937,468.7803168259623,689.6555821548247
32.590000000002085,0.7183882389608509,1470.6328524860364,31.280452525870103,278.6055927873656,307.36224025416686,27791.32600156501,62143.294124356784,468.80749383741653,689.7143250706796
32.60000000000208,0.7183882955065064,1469.6619165939214,31.284030750571493,278.61189416130543,307.3691965598931,27792.919880134796,62146.85814518671,468.8346722518997,689.7730702317295
32.61000000000208,0.7183884353191669,1468.6901520143279,31.28761968787743,278.618200913427,307.37616546568165,27794.524869822675,62150.447011232,468.861852080572,689.8318176626383
32.62000000000208,0.7183886583300507,1467.7175588946452,31.291219334842037,278.62451304277374,307.3831469654274,27796.1409643124,62154.060708369085,468.8890333345872,689.8905673880544
32.63000000000208,0.7183889644703595,1466.744137382304,31.294829688523265,278.6308305483888,307.39014105302635,27797.768157293758,62157.699222487914,468.9162160250926,689.9493194326117
32.640000000002075,0.7183893536712781,1465.7698876247762,31.298450745982915,278.63715342931516,307.39714772237534,27799.406442462554,62161.36253949187,468.94340016322894,690.008073820929
32.65000000000207,0.718389825863975,1464.7948097695748,31.302082504286673,278.64348168459543,307.40416696737225,27801.05581352064,62165.05064529787,468.97058576013063,690.0668305776105
32.66000000000207,0.7183903809796016,1463.8189039642546,31.30572496050399,278.649815313272,307.41119878191586,27802.7162641758,62168.76352583608,468.9977728269256,690.1255897272454
32.67000000000207,0.718391018949293,1462.8421703564115,31.309378111708188,278.65615431438687,307.41824315990584,27804.387788141834,62172.50116705017,469.02496137473537,690.184351294408
32.68000000000207,0.7183917397041677,1461.8646090936834,31.313041954976377,278.66249868698196,307.42530009524273,27806.070379138488,62176.263554897014,469.05215141467505,690.2431153036578
32.690000000002065,0.7183925431753276,1460.8862203237493,31.316716487389506,278.6688484300988,307.43236958182814,27807.76403089145,62180.05067534685,469.07934295785327,690.3018817795396
32.70000000000206,0.718393429293858,1459.9070041943298,31.320401706032282,278.6752035427788,307.43945161356453,27809.468737132316,62183.86251438309,469.10653601537234,690.3606507465835
32.71000000000206,0.718394397990828,1458.926960853188,31.324097607993224,278.68156402406277,307.4465461843551,27811.18449159861,62187.69905800243,469.1337305983281,690.4194222293045
32.72000000000206,0.7183954491972903,1457.9460904481277,31.327804190364645,278.6879298729916,307.45365328810425,27812.91128803374,62191.56029221468,469.16092671781,690.4781962522031
32.73000000000206,0.718396582844281,1456.964393126996,31.3315214502426,278.69430108860576,307.460772918717,27814.649120186994,62195.44620304284,469.18812438490113,690.5369728397651
32.740000000002055,0.71839779886282,1455.9818690376803,31.33524938472692,278.70067766994543,307.46790507009945,27816.397981813476,62199.35677652289,469.2153236106782,690.5957520164612
32.75000000000205,0.7183990971839109,1454.9985183281112,31.338987990921208,278.7070596160505,307.47504973615844,27818.157866674195,62203.29199870403,469.24252440621143,690.6545338067477
32.76000000000205,0.7184004777385411,1454.014341146261,31.342737265932772,278.71344692596074,307.48220691080184,27819.92876853592,62207.251855648334,469.2697267825648,690.7133182350661
32.77000000000205,0.7184019404576818,1453.0293376401437,31.346497206872723,278.71983959871545,307.4893765879383,27821.710681171284,62211.23633343096,469.29693075079587,690.7721053258432
32.78000000000205,0.7184034852722878,1452.0435079578165,31.350267810855808,278.7262376333538,307.4965587614773,27823.50359835864,62215.245418139915,469.3241363219558,690.830895103491
32.790000000002046,0.7184051121132984,1451.056852247378,31.3540490750006,278.7326410289145,307.50375342532925,27825.3075138822,62219.27909587628,469.3513435070894,690.889687592407
32.80000000000204,0.7184068209116359,1450.0693706569693,31.357840996429307,278.73904978443625,307.51096057340555,27827.12242153186,62223.3373527538,469.3785523172352,690.9484828169739
32.81000000000204,0.7184086115982071,1449.0810633347742,31.361643572267848,278.74546389895727,307.51818019961814,27828.948315103262,62227.420174899125,469.4057627634253,691.0072808015598
32.82000000000204,0.7184104841039028,1448.0919304290187,31.365456799645884,278.75188337151565,307.5254122978802,27830.785188397815,62231.527548451806,469.4329748566855,691.0660815705182
32.83000000000204,0.7184124383595979,1447.1019720879715,31.369280675696725,278.758308201149,307.5326568621054,27832.63303522261,62235.659459564056,469.4601886080353,691.124885148188
32.840000000002036,0.7184144742961509,1446.1111884599438,31.373115197557347,278.7647383868949,307.5399138862085,27834.491849390404,62239.81589440078,469.4874040284878,691.1836915588934
32.850000000002034,0.7184165918444048,1445.1195796932898,31.376960362368443,278.7711739277905,307.547183364105,27836.36162471966,62243.996839139654,469.5146211290498,691.2425008269441
32.86000000000203,0.7184187909351868,1444.127145936406,31.380816167274318,278.7776148228727,307.55446528971123,27838.242355034487,62248.202279970945,469.5418399207217,691.3013129766351
32.87000000000203,0.7184210714993079,1443.1338873377317,31.384682609422956,278.7840610711781,307.56175965694433,27840.134034164617,62252.432203097545,469.56906041449787,691.3601280322468
